video_id,channel_name,title,subscribers,published_date,views,likes,comments,duration,tags,thumbnail
1tP_7tmrTx8,Eduport SSLC ,SSLC X mas Exam Malayalam II പക്കാ  Prediction | 36+ Mark ഉറപ്പ് | Eduport,,2025-12-16T09:38:12Z,23855,1028,52,PT3M41S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/1tP_7tmrTx8/hqdefault.jpg
vjJe8gFizx8,Eduport SSLC ,Eduport Cooked English Exam🔥🔥🔥🔥|SSLC 2025| XMAS EXAM|,,2025-12-16T09:20:06Z,85971,2147,48,PT13S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/vjJe8gFizx8/hqdefault.jpg
HXBSF0BRXNI,Eduport SSLC ,Naeem Sir and Varnitha Miss on Sslc Xmas Exam English Paper | Eduport,,2025-12-16T09:08:13Z,40108,1253,81,PT1M12S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/HXBSF0BRXNI/hqdefault.jpg
X1r4Vni25DY,Eduport SSLC ,ഈ നിറഞ്ഞ വാക്കുകളാണ് ഞങ്ങളുടെ വിജയം 🥹🥹,,2025-12-15T18:34:39Z,96638,2404,23,PT43S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/X1r4Vni25DY/hqdefault.jpg
z4xiyWoMtYU,Eduport SSLC ,SSLC English |  2.5 മണിക്കൂറിൽ 72 + Mark ഉറപ്പ് | Eduport,,2025-12-15T17:10:37Z,144249,14713,334,PT3H23M6S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc onam exam', 'SSLC Christmas exam', 'SSLC Christmas Exam 2025 Class 10 English Preparation', 'SSLC Christmas Exam 2025 English Preparation Class 10', 'SSLC Christmas Exam 2025 Class 10 Preparation English', 'SSLC Christmas Exam 2025 Preparation Class 10 English']",https://i.ytimg.com/vi/z4xiyWoMtYU/hqdefault.jpg
Kk69dJSke1M,Eduport SSLC ,നിങ്ങൾ വിജയിക്കുന്നവരെ ഞങ്ങൾ കൂടെയുണ്ടാവും 🥹🫶🙌,,2025-12-15T16:30:12Z,23261,640,29,PT34S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/Kk69dJSke1M/hqdefault.jpg
eGb44d1BNGs,Eduport SSLC ,ഈ നിറഞ്ഞ വാക്കുകളാണ് ഞങ്ങളുടെ വിജയം 🥹🥹,,2025-12-15T15:43:36Z,22438,578,17,PT24S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/eGb44d1BNGs/hqdefault.jpg
vRVAVEtHzwc,Eduport SSLC ,SSLC Arabic Morning Rocket Revision,,2025-12-15T15:12:13Z,12498,727,26,PT50M20S,"['sslc 2025', 'sslc full revision', 'SSLC Christmas exam', 'SSLC Question', 'Eduport SSLC', '10th SSLC Exam', 'SSLC 10th Exam', 'SSLC 10th Question', '10th SSLC Syllabus', 'SSLC Xmas Exam Arabic Rocket Revision', 'Arabic Rocket Revision SSLC Xmas Exam', 'Xmas SSLC Exam Arabic Rocket Revision', 'Arabic Exam SSLC Xmas Rocket Revision', 'SSLC Xmas Arabic Rocket Revision Exam', 'SSLC Arabic Rocket Revision', 'Arabic SSLC Rocket Revision', 'sslc arabic full chapter revision', 'sslc arabic chapters revision']",https://i.ytimg.com/vi/vRVAVEtHzwc/hqdefault.jpg
uKH9nRxmEzk,Eduport SSLC ,നിങ്ങളുടെ Effort ഒരിക്കലും വെറുതെ ആവില്ല 🔥,,2025-12-15T14:52:09Z,57506,3877,294,PT54S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/uKH9nRxmEzk/hqdefault.jpg
vQemjVYsuWg,Eduport SSLC ,SSLC X mas Exam English | Review | Eduport,,2025-12-15T14:01:38Z,19709,759,72,PT7M56S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/vQemjVYsuWg/hqdefault.jpg
rJTQXeh2RvY,Eduport SSLC ,SSLC Malayalam I Morning Rocket Revision,,2025-12-15T13:57:29Z,7784,570,18,PT26M3S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam', 'SSLC Xmas Exam Malayalam I Rocket Revision', 'SSLC Malayalam I Rocket Revision Xmas Exam', 'Malayalam I SSLC Rocket Revision', 'Rocket Revision SSLC Malayalam I', 'Revision SSLC Malayalam I Rocket', 'SSLC Rocket Revision Malayalam I']",https://i.ytimg.com/vi/rJTQXeh2RvY/hqdefault.jpg
ivmtGB4LRKg,Eduport SSLC ,SSLC Sanskrit Morning Rocket Revision,,2025-12-15T13:45:45Z,1255,74,7,PT12M22S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10 question', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'SSLC Xmas Exam Sanskrit Rocket Revision', 'SSLC Sanskrit Rocket Revision Xmas Exam', 'Xmas Exam SSLC Sanskrit Rocket Revision', 'Sanskrit Rocket Revision SSLC Xmas Exam', 'SSLC Exam Xmas Sanskrit Rocket Revision', 'Sanskrit Rocket Revision Xmas Exam SSLC']",https://i.ytimg.com/vi/ivmtGB4LRKg/hqdefault.jpg
tzXc2K-ujhA,Eduport SSLC ,SSLC X mas Exam Maths Easy or Tough | Eduport,,2025-12-15T13:44:03Z,11179,512,130,PT3M45S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/tzXc2K-ujhA/hqdefault.jpg
1C0GBuvbJhs,Eduport SSLC ,SSLC Urudu Morning Rocket Revision,,2025-12-15T13:36:07Z,3295,60,3,PT25M18S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport class 10', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam', 'SSLC Xmas Exam URDU Rockt Revision', 'SSLC URDU Rockt Revision Xmas Exam', 'Xmas Exam SSLC URDU Rockt Revision', 'SSLC URDU Rockt Revision', 'URDU SSLC Rockt Revision', 'URDU Rockt Revision SSLC Xmas Exam', 'SSLC Exam Xmas URDU Rockt Revision']",https://i.ytimg.com/vi/1C0GBuvbJhs/hqdefault.jpg
ZqWFXj1EdZg,Eduport SSLC ,SSLC English Sure Question Prediction 🔥🔥,,2025-12-15T13:30:39Z,36767,996,64,PT2M28S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/ZqWFXj1EdZg/hqdefault.jpg
722JMKqseSo,Eduport SSLC ,SSLC X mas Exam English | Reported Speech | Eduport,,2025-12-15T13:30:05Z,47817,1748,168,PT16M44S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/722JMKqseSo/hqdefault.jpg
Q5jdFscScDg,Eduport SSLC ,SSLC X mas Exam English | Biographical Sketch | Eduport,,2025-12-15T13:01:00Z,26927,1072,93,PT5M41S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/Q5jdFscScDg/hqdefault.jpg
LQx8yVaKpcU,Eduport SSLC ,Arabic Exam Eduport തൂക്കി 🔥🔥🔥,,2025-12-15T12:52:33Z,26326,487,24,PT26S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/LQx8yVaKpcU/hqdefault.jpg
-FHvwD8eMGg,Eduport SSLC ,SSLC English Sure Question Prediction 🔥🔥,,2025-12-15T12:45:00Z,37581,1067,67,PT2M9S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/-FHvwD8eMGg/hqdefault.jpg
6FUeVdRvQyA,Eduport SSLC ,SSLC MALAYALAM I തൂക്കി🔥🔥🔥,,2025-12-15T12:39:51Z,35545,725,13,PT13S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/6FUeVdRvQyA/hqdefault.jpg
UPDsBx0HYfI,Eduport SSLC ,SSLC X mas Exam English | Event Invitation | Eduport,,2025-12-15T12:30:47Z,20087,739,47,PT7M29S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/UPDsBx0HYfI/hqdefault.jpg
bFgpebzj_Ak,Eduport SSLC ,SSLC Maths Answer key discussion,,2025-12-15T12:20:04Z,56311,1137,121,PT31M14S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'SSLC Class 10th', 'sslc 2025', 'sslc full revision', 'SSLC Christmas exam', 'sslc class', 'SSLC Syllabus', 'SSLC Model Exam', 'SSLC Class 10 Maths', 'Answer Key SSLC Maths', 'Answer Key Discussion SSLC Maths', 'SSLC Maths Discussion Answer Key', 'Maths Discussion Answer Key SSLC', 'Answer Key SSLC Maths Discussion', 'SSLC Answer Key Maths Discussion', 'Discussion SSLC Maths Answer Key']",https://i.ytimg.com/vi/bFgpebzj_Ak/hqdefault.jpg
YFJFcCwFWcI,Eduport SSLC ,SSLC English Sure Question Prediction 🔥🔥,,2025-12-15T12:15:08Z,24831,685,62,PT1M52S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/YFJFcCwFWcI/hqdefault.jpg
B7I2RbXnmD8,Eduport SSLC ,SSLC English Sure Question Prediction 🔥🔥,,2025-12-15T12:15:01Z,51189,1442,92,PT1M59S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/B7I2RbXnmD8/hqdefault.jpg
fm_NLI5GUdc,Eduport SSLC ,SSLC English Sure Question Prediction 🔥🔥,,2025-12-15T11:35:02Z,62189,1872,136,PT1M43S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/fm_NLI5GUdc/hqdefault.jpg
-tS2_O8ceSk,Eduport SSLC ,SSLC X mas Exam English | Newspaper Report | Eduport,,2025-12-15T11:30:00Z,25142,1031,94,PT8M8S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/-tS2_O8ceSk/hqdefault.jpg
77I8u-f8pGk,Eduport SSLC ,SSLC MATHS EXAM തൂക്കി🔥🔥🔥,,2025-12-15T11:27:54Z,151908,3458,128,PT15S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/77I8u-f8pGk/hqdefault.jpg
_6fJSpsLwAc,Eduport SSLC ,SSLC X mas Exam English പക്കാ  Prediction | 72 + Mark ഉറപ്പ് | Eduport,,2025-12-15T11:01:08Z,83311,3312,469,PT7M,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/_6fJSpsLwAc/hqdefault.jpg
lRqxuCYHNwo,Eduport SSLC ,SSLC English Sure Question Prediction 🔥🔥,,2025-12-15T10:22:27Z,51605,1543,119,PT2M11S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/lRqxuCYHNwo/hqdefault.jpg
hiDYXrEpsGc,Eduport SSLC ,SSLC Sanskrit | 1.5 മണിക്കൂറിൽ 36 + Mark ഉറപ്പ്,,2025-12-15T01:38:56Z,4441,185,6,PT1H30M17S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/hiDYXrEpsGc/hqdefault.jpg
5oGfspiY2-o,Eduport SSLC ,SSLC Arabic | 1.5 മണിക്കൂറിൽ 36 + Mark ഉറപ്പ്,,2025-12-15T01:33:07Z,56061,5074,342,PT1H51M5S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/5oGfspiY2-o/hqdefault.jpg
4eCCShECw_E,Eduport SSLC ,SSLC Urudu | 1.5 മണിക്കൂറിൽ 36 + Mark ഉറപ്പ്,,2025-12-15T01:04:17Z,5649,189,10,PT1H24M29S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/4eCCShECw_E/hqdefault.jpg
J66vLcCOHDM,Eduport SSLC ,SSLC Malayalam I | 1.5 മണിക്കൂറിൽ 36 + Mark ഉറപ്പ്,,2025-12-15T00:58:54Z,26082,2446,109,PT1H22M,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 online', 'Christmas Exam 2025', 'sslc full revision', 'SSLC I 1.5 Malayalam | Xmas Exam', 'Malayalam I 1.5 SSLC Xmas Exam', 'SSLC Xmas Exam Malayalam I 1.5 Importent 36 + Mark', 'SSLC Malayalam I 1.5 Importent 36 + Mark Xmas Exam', 'SSLC I 1.5 Malayalam Importent 36 + Mark Xmas Exam', 'Malayalam SSLC Xmas Exam I 1.5 Importent 36 + Mark']",https://i.ytimg.com/vi/J66vLcCOHDM/hqdefault.jpg
1MoZuZVqQ6w,Eduport SSLC ,SSLC Maths Morning Rocket Revision,,2025-12-15T00:32:13Z,33993,2391,121,PT23M53S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/1MoZuZVqQ6w/hqdefault.jpg
WDCmYFev8oA,Eduport SSLC ,🥹,,2025-12-14T20:21:10Z,133392,6551,133,PT39S,[],https://i.ytimg.com/vi/WDCmYFev8oA/hqdefault.jpg
w9Qvo14eqtE,Eduport SSLC ,SSLC Maths | 3.5 മണിക്കൂറിൽ 75 + Mark ഉറപ്പ്,,2025-12-14T17:16:29Z,122758,14028,231,PT3H31M18S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc full revision', 'SSLC Christmas exam', 'SSLC Xmas Exam Maths 3.5 Hours Importent 75 + Mark', 'SSLC Maths Xmas Exam 3.5 Hours Importent 75 + Mark', 'Maths SSLC Xmas Exam 3.5 Hours Importent 75 + Mark', 'SSLC Xmas Exam Maths 75 + Mark Importent 3.5 Hours', 'SSLC Maths 3.5 Hours Xmas Exam']",https://i.ytimg.com/vi/w9Qvo14eqtE/hqdefault.jpg
UqtJJ2qnhF8,Eduport SSLC ,""" ہماری تاریخ ۔ تہوار کیആശയം തയ്യാറാക്കാ اہمیتمفہوم تیار کیجیےُ ۔ SSLC X mas Exam Urudu",,2025-12-14T15:25:59Z,719,19,4,PT3M22S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/UqtJJ2qnhF8/hqdefault.jpg
L7jmjuqclMk,Eduport SSLC ,حسرت موہانی /chapter( انقلاب کی راہ میں)SSLC X mas Exam Urudu,,2025-12-14T14:56:51Z,631,19,3,PT3M10S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/L7jmjuqclMk/hqdefault.jpg
N47mvabIaFo,Eduport SSLC ,SSLC X mas Exam Urudu  (سوانح نوٹ) جان نثار اختر ജീവചരിത്ര  കുറിപ്പ് | Eduport,,2025-12-14T14:16:05Z,516,13,3,PT4M10S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/N47mvabIaFo/hqdefault.jpg
C2Y_cl3eoFs,Eduport SSLC ,SSLC X mas Exam Urudu പക്കാ  Prediction | 36+ Mark ഉറപ്പ് | Eduport,,2025-12-14T14:02:59Z,803,21,5,PT10M32S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/C2Y_cl3eoFs/hqdefault.jpg
Ch-j6MdEA10,Eduport SSLC ,SSLC X mas Exam Maths I പക്കാ  Prediction | 36+ Mark ഉറപ്പ് | Eduport,,2025-12-14T12:47:53Z,21270,1401,125,PT15M55S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/Ch-j6MdEA10/hqdefault.jpg
UHoZtO2Bbsc,Eduport SSLC ,Christmas Exam പരീക്ഷ എഴുതുമ്പോൾ ഈ കാര്യങ്ങൾ ശ്രദ്ധിക്കണം ❤️🥺,,2025-12-14T12:45:04Z,43755,1583,61,PT2M37S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/UHoZtO2Bbsc/hqdefault.jpg
eACjsLUQXt8,Eduport SSLC ,ഇനി  مضاف / مضاف إليه ചോദ്യം വന്നാല്‍ Set | Eduport,,2025-12-14T12:30:54Z,2881,95,6,PT4M31S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/eACjsLUQXt8/hqdefault.jpg
Xul1T6CcRVA,Eduport SSLC ,കൊടുത്താൽ കൊല്ലത്തും കിട്ടും. ...😂,,2025-12-14T12:12:28Z,212866,7121,80,PT42S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/Xul1T6CcRVA/hqdefault.jpg
9xP6evFu8nM,Eduport SSLC ,SSLC Maths  Polynomials and Equations In 20 minutes | Eduport,,2025-12-14T11:55:56Z,51053,2050,148,PT21M30S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/9xP6evFu8nM/hqdefault.jpg
sZRVQ1F7YiE,Eduport SSLC ,SSLC Christmas Exam Malayalam I Unit 3 Chapter 3 വെള്ളത്തിന് തെളിയാതിരിക്കാനാവില്ല ഇത് പഠിച്ചാൽ മതി,,2025-12-14T10:30:39Z,6477,299,20,PT13M37S,"['class 10th', 'class 10 exam', 'class 10th exam', 'class 10th question', 'class 10 question', 'Eduport', 'Eduport class 10', 'class 10th syllabus', 'class 10 syllabus', 'class 10 online', 'SSLC Class 10th', 'Christmas Exam 2025', 'sslc 2025', 'sslc full revision', 'sslc onam exam', 'SSLC Christmas exam']",https://i.ytimg.com/vi/sZRVQ1F7YiE/hqdefault.jpg
